Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
02/09/2021,413,8,35,49,111,75,60,52,39,13,14,0,214,199,0,104,17,111,121,19,41,0,0,0,0,2,1,1,4,0,5,3,0,2,1,3,2,0,0,0,1,3,3,9,6,8,5,0,13,22,0,10,0,14,9,2,0
05/19/2021,278,7,43,45,70,64,25,30,33,7,4,0,148,130,0,75,7,124,39,9,24,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,7,6,4,6,13,6,1,0,22,21,0,7,0,31,4,0,1
12/18/2021,2740,8,114,421,834,644,387,242,120,65,27,0,1482,1252,6,350,110,807,800,216,457,0,0,0,0,1,4,2,1,0,1,7,0,2,0,3,3,0,0,10,13,9,17,16,26,16,7,0,54,60,0,24,1,65,18,0,6
07/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,157,140,0,107,5,85,61,9,30,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,9,1,13,4,0,1
03/11/2022,125,2,14,27,24,25,13,16,12,4,4,0,55,69,1,13,13,21,46,7,25,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,4,1,2,2,1,4,0,5,9,0,2,1,7,4,0,0
12/19/2020,853,24,79,96,171,162,160,119,76,40,29,0,451,396,6,333,49,124,218,50,79,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,17,17,11,15,0,42,37,0,30,3,31,12,3,0
09/07/2022,492,0,,128,76,65,67,71,35,29,20,1,281,211,0,120,29,156,108,15,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
07/29/2020,446,3,19,56,131,94,68,51,28,12,6,0,233,209,4,188,7,104,103,15,29,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,2,1,1,0,7,12,0,8,0,8,2,1,0
01/06/2022,5760,38,259,979,1231,1103,804,718,492,246,183,4,3081,2671,8,1379,266,1146,1343,384,1242,0,1,0,3,8,5,8,13,0,22,16,0,7,2,19,10,0,0,9,25,17,24,37,49,42,56,0,141,118,0,57,7,129,61,3,2
06/12/2021,46,5,8,5,13,13,3,7,1,2,2,0,18,28,0,11,1,14,11,1,8,0,0,0,0,1,1,2,1,0,5,0,0,2,0,0,2,1,0,0,0,2,3,1,0,0,2,0,3,5,0,4,0,4,0,0,0
08/23/2022,633,1,55,82,111,112,98,77,82,37,34,0,367,265,1,162,32,166,157,22,94,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,5,6,8,5,10,7,9,1,31,24,0,9,4,24,17,0,1
10/01/2020,364,4,25,50,123,69,41,49,15,15,2,0,177,186,1,162,7,34,108,19,34,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,4,2,3,6,4,2,0,13,12,0,10,2,9,1,0,3
07/28/2020,332,3,17,36,87,75,66,33,19,9,7,0,185,145,2,160,11,78,54,6,23,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,2,7,3,1,1,1,1,0,12,5,0,8,0,7,2,0,0
09/05/2020,203,3,23,23,61,40,34,21,17,6,1,0,94,109,0,94,5,31,57,4,12,0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,3,3,5,5,3,3,0,14,9,0,7,0,7,9,0,0
05/13/2021,315,8,44,64,69,49,56,38,31,5,3,0,178,136,1,71,6,150,44,3,41,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,7,4,5,8,12,5,0,0,19,25,0,6,1,33,2,0,2
03/10/2022,165,2,13,42,37,23,19,18,11,10,5,0,91,73,1,27,10,32,57,7,32,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,2,1,1,3,4,1,1,0,4,9,0,3,0,3,7,0,0
09/27/2020,167,1,30,15,52,32,24,21,11,9,3,0,94,73,0,57,3,30,52,10,15,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,6,4,8,6,1,0,18,12,0,10,1,10,7,1,1
01/27/2022,1038,16,68,289,203,193,120,80,86,42,24,1,537,494,7,267,59,157,292,63,200,0,0,0,0,0,2,6,8,0,8,8,0,4,0,7,5,0,0,3,2,4,5,6,20,11,17,0,34,34,0,17,2,27,21,1,0
08/22/2020,191,2,17,18,59,32,28,26,16,10,2,0,97,93,1,74,5,30,61,13,8,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,2,0,10,4,1,0
11/06/2021,315,4,18,62,61,75,48,31,22,9,7,0,158,153,4,51,4,61,111,30,58,0,0,0,0,0,1,0,3,0,2,2,0,0,0,4,0,0,0,0,2,4,2,0,1,5,4,0,9,9,0,4,1,6,5,1,1
08/08/2022,863,1,45,104,183,132,120,121,103,58,42,0,471,388,4,231,51,241,185,25,130,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,4,8,4,5,4,8,8,0,23,22,0,6,0,25,11,2,1
03/06/2022,81,4,10,7,24,12,12,6,7,7,6,0,44,37,0,10,2,21,32,3,13,0,0,0,0,1,0,1,2,0,2,2,0,0,0,3,1,0,0,0,0,2,2,1,1,3,1,0,6,4,0,2,0,4,4,0,0
04/30/2021,550,9,53,124,118,102,66,62,48,19,11,0,309,241,0,130,16,233,94,10,67,1,0,0,2,0,2,1,3,0,4,5,0,2,0,4,3,0,0,1,6,4,5,9,10,11,7,0,28,25,0,5,1,33,12,1,1
03/31/2020,489,16,161,5,57,104,97,91,69,39,27,0,261,228,0,112,20,227,85,15,30,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,26,21,0,72,89,0,30,3,104,18,5,1
07/03/2021,48,0,6,6,12,16,7,5,1,0,1,0,22,25,1,11,2,15,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,5,0,3,0,3,0,0,0
09/16/2020,365,4,32,47,120,78,48,34,25,10,3,0,203,162,0,178,6,58,96,3,24,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,3,2,3,0,13,6,4,0,23,9,0,11,0,10,9,0,2
10/29/2020,1887,4,88,216,543,405,300,194,131,60,38,0,977,908,2,809,71,228,523,80,176,0,0,0,0,0,1,1,2,0,2,2,0,1,0,0,3,0,0,2,5,12,10,10,18,14,17,0,48,40,0,28,1,31,22,4,2
10/07/2020,548,1,26,59,163,117,85,63,34,18,9,0,269,278,1,213,11,78,175,19,52,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,4,3,6,4,3,0,13,13,0,8,0,9,8,0,1
07/15/2022,864,3,51,108,161,186,128,121,87,47,26,0,489,368,7,200,60,209,205,47,143,0,0,0,0,0,0,0,3,0,2,1,0,0,2,0,1,0,0,1,8,5,7,3,12,7,8,0,25,26,0,10,2,19,18,2,0
06/17/2021,35,2,6,7,7,10,3,3,4,1,0,0,17,18,0,11,1,8,11,2,2,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,0,4,0,1,1,0,0
02/15/2022,359,4,22,95,80,70,29,34,25,12,14,0,204,149,6,69,24,55,121,19,71,0,0,0,0,0,1,1,2,0,0,4,0,0,0,1,3,0,0,1,1,1,0,2,6,3,8,0,11,11,0,9,0,2,10,1,0
12/04/2020,1855,32,103,239,409,341,306,272,158,85,45,0,937,912,6,708,72,341,427,71,236,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,15,12,19,19,16,12,0,49,54,0,31,4,45,17,4,2
06/12/2022,530,2,25,91,98,121,74,68,44,20,14,0,273,254,3,114,45,110,158,23,80,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,3,6,0,1,5,3,6,0,13,12,0,3,1,8,12,1,0
02/21/2021,158,9,24,16,42,31,27,23,10,5,4,0,86,72,0,28,3,36,65,9,17,0,1,0,1,0,1,3,3,0,4,5,0,3,0,1,3,2,0,1,5,4,2,4,1,5,2,0,12,12,0,1,1,12,6,2,2
05/22/2020,724,36,92,64,154,135,125,112,74,35,25,0,370,349,5,387,11,162,86,20,58,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,0,9,13,8,11,19,18,14,0,40,52,0,38,4,37,10,0,3
07/15/2021,133,0,7,15,45,28,21,13,8,3,0,0,78,55,0,16,6,49,39,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,2,5,0,0,0,7,0,0,0
04/01/2021,721,2,44,89,236,166,88,71,41,26,4,0,368,352,1,170,36,188,251,19,57,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,7,9,8,8,1,0,25,19,0,9,0,24,10,0,1
08/08/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,83,0,67,7,39,46,7,11,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
07/12/2022,982,5,42,106,195,187,167,145,89,57,36,0,566,413,3,229,64,237,249,58,145,0,0,0,0,1,0,1,3,0,2,3,0,0,1,3,1,0,0,0,3,6,4,8,8,5,8,0,25,17,0,10,3,15,10,3,1
01/22/2021,737,12,50,102,172,144,116,98,61,30,14,0,387,350,0,265,31,161,181,36,63,0,0,0,0,2,4,4,2,0,5,7,0,4,0,4,4,0,0,2,2,7,8,6,12,6,7,0,17,33,0,14,1,23,9,3,0
10/27/2020,1627,4,89,202,452,342,251,179,117,53,31,0,841,783,3,686,46,251,422,73,149,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,25,3,37,18,5,1
08/15/2020,221,5,21,18,65,41,30,34,20,11,2,0,106,113,2,80,6,56,62,7,10,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,5,3,5,1,0,10,11,0,7,0,10,3,1,0
02/25/2022,186,5,16,41,45,35,18,19,15,8,4,1,95,91,0,31,8,33,63,13,38,0,0,0,0,1,1,0,3,0,3,2,0,2,0,0,3,0,0,0,2,2,1,3,2,3,2,1,7,9,0,3,0,6,6,0,1
03/12/2021,349,9,17,52,93,79,49,46,18,6,6,0,202,147,0,97,13,73,118,12,36,0,0,1,1,3,1,1,2,0,4,5,0,3,0,5,1,0,0,1,3,0,4,3,2,3,1,0,9,8,0,5,0,7,4,1,0
03/11/2021,355,1,28,41,107,82,49,36,27,5,8,0,164,191,0,103,14,58,124,22,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,2,5,6,6,4,2,0,15,13,0,12,1,8,6,1,0
01/24/2022,1522,20,83,415,298,254,174,153,118,69,41,0,783,728,11,392,96,219,427,76,312,0,0,0,0,3,5,4,8,0,5,15,0,4,0,10,5,0,1,5,9,10,7,14,20,8,10,0,42,41,0,20,4,34,22,0,3
07/04/2020,63,5,14,8,16,10,13,6,7,2,1,0,33,28,2,13,3,17,18,4,8,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,1,0,1,5,1,2,2,0,8,6,0,2,0,8,1,1,2
01/02/2022,4165,19,218,939,949,798,590,462,246,114,66,1,2282,1873,10,887,197,785,1166,375,755,1,1,0,1,1,6,5,4,0,10,9,0,4,0,9,5,0,1,10,18,27,16,33,45,34,35,0,104,114,0,47,5,106,47,11,2
08/14/2021,405,6,46,77,102,100,49,33,29,12,3,0,215,190,0,100,18,100,127,10,50,0,0,1,0,1,4,0,0,0,2,4,0,0,0,5,1,0,0,1,5,6,4,16,6,7,1,0,24,22,0,13,1,19,11,2,0
04/08/2022,397,0,14,59,99,100,62,42,16,12,7,0,228,165,4,54,37,40,175,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,4,1,1,0,8,6,0,4,0,3,5,2,0
05/08/2022,612,1,24,109,108,134,112,71,50,19,8,1,321,288,3,112,58,87,246,26,83,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,2,3,5,3,3,4,1,12,12,0,3,3,9,8,1,0
01/19/2022,2348,18,134,680,423,415,281,224,161,96,68,0,1251,1067,30,684,131,420,575,93,445,0,0,0,1,0,7,3,7,0,8,10,0,4,0,7,6,1,0,10,16,12,10,10,31,17,28,0,66,68,0,36,3,55,33,6,1
03/23/2022,312,1,3,59,67,89,36,33,17,9,2,0,185,123,4,44,19,32,148,19,50,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0
09/06/2020,143,2,11,16,44,30,17,18,10,3,5,0,72,71,0,57,0,29,47,4,6,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,2,0,7,4,0,4,0,5,2,0,0
12/05/2020,1203,13,84,165,270,216,170,185,118,51,28,0,610,592,1,485,50,217,286,40,125,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,25,5,32,17,4,1
05/09/2020,520,53,97,33,104,100,98,90,54,28,13,0,263,256,1,282,15,103,48,12,60,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,8,11,12,19,17,18,11,0,50,47,0,45,1,30,14,4,3
01/29/2021,592,16,44,90,142,101,95,72,57,25,10,0,308,283,1,212,20,116,160,27,57,0,0,0,2,1,7,3,3,0,2,14,0,6,2,5,3,0,0,0,3,7,2,1,15,8,8,0,30,14,0,14,1,17,10,1,1
01/12/2022,4027,34,184,1168,695,627,493,377,325,204,137,1,2133,1870,24,1145,233,776,912,197,764,0,0,1,2,5,9,9,8,0,16,18,0,7,3,14,10,0,0,10,14,15,9,28,41,30,37,0,98,86,0,36,6,85,47,7,3
07/17/2022,528,0,42,84,93,107,85,70,51,26,12,0,296,229,3,117,30,145,139,25,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,6,7,9,4,0,21,21,0,7,0,23,11,1,0
05/11/2021,309,9,36,60,65,69,41,34,30,5,5,0,160,149,0,65,7,140,53,9,35,0,1,0,1,1,1,4,1,0,4,5,0,3,0,3,3,0,0,0,2,6,6,5,7,6,4,0,17,19,0,5,0,24,6,1,0
11/23/2020,2374,19,125,274,542,492,360,351,201,99,55,0,1258,1112,4,969,76,455,516,96,262,0,0,1,1,2,2,5,8,0,11,8,0,8,0,7,4,0,0,3,7,7,12,18,29,19,30,0,64,61,0,39,5,55,21,3,2
04/20/2020,990,40,181,24,158,181,213,193,122,58,41,0,486,504,0,442,28,281,127,40,72,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,16,31,35,36,25,29,0,76,105,0,66,5,72,27,10,1
01/29/2022,587,17,55,137,99,119,79,49,59,29,15,1,297,287,3,137,43,91,183,25,108,0,0,0,0,2,4,6,5,0,6,11,0,2,1,9,5,0,0,1,3,11,6,9,11,7,7,0,28,27,0,13,1,28,10,3,0
07/05/2022,1130,0,48,127,224,254,184,153,108,52,28,0,624,502,4,256,98,266,272,55,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,7,9,9,11,0,24,24,0,6,2,25,15,0,0
04/18/2021,316,7,54,44,71,78,45,44,18,9,7,0,173,143,0,64,12,134,71,11,24,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,6,4,9,17,9,4,3,0,27,27,0,7,0,37,9,1,0
04/26/2021,647,6,61,119,153,142,95,91,31,10,6,0,351,296,0,175,21,266,97,22,66,0,0,0,0,0,2,1,3,0,4,2,0,2,0,1,3,0,0,1,4,11,11,10,14,3,7,0,38,23,0,14,1,36,9,0,1
07/04/2021,18,1,5,6,2,6,1,0,0,2,1,0,10,8,0,3,2,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,3,2,0,0,0,2,2,1,0
04/13/2021,677,4,52,81,200,140,112,89,30,13,12,0,370,306,1,170,26,231,169,16,65,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,6,7,5,14,6,8,6,0,29,23,0,6,4,34,7,1,0
06/05/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,2,24,12,2,5,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
08/05/2021,479,2,30,76,149,130,56,34,21,8,5,0,233,244,2,90,16,107,167,21,78,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,3,5,2,5,6,3,5,0,15,15,0,4,2,16,6,2,0
06/10/2021,39,2,17,7,6,8,6,2,7,1,2,0,17,22,0,7,1,21,7,1,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,4,3,3,0,2,0,10,7,0,2,0,6,7,2,0
11/20/2021,464,3,43,82,87,107,73,55,35,17,8,0,244,220,0,63,13,103,166,39,80,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,3,4,11,5,7,9,4,0,24,19,0,6,0,23,12,0,2
12/06/2021,1209,6,75,324,235,230,176,115,75,25,17,12,657,550,2,203,42,328,322,121,193,0,0,0,2,1,1,1,1,0,2,4,0,2,0,3,1,0,0,2,3,6,13,10,17,11,13,0,37,38,0,12,3,37,20,0,3
03/20/2022,119,2,7,21,27,30,18,7,12,3,1,0,74,43,2,20,11,12,51,3,22,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,3,0,0,0,2,1,1,0,0,3,4,0,3,0,2,1,1,0
09/02/2021,497,6,40,85,139,121,65,44,23,13,7,0,247,250,0,102,21,123,134,26,91,0,0,0,2,1,0,2,1,0,5,1,0,1,0,4,1,0,0,0,3,5,5,8,9,3,7,0,19,21,0,8,1,16,9,4,2
09/25/2021,228,3,26,45,50,43,31,22,23,8,6,0,120,108,0,49,11,61,69,18,20,0,0,1,0,1,0,0,1,0,2,1,0,0,0,2,0,1,0,2,6,3,3,3,5,1,3,0,18,8,0,5,1,13,5,2,0
07/17/2020,324,3,26,35,101,66,48,35,21,13,5,0,167,155,2,136,6,81,63,14,24,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,9,3,2,3,2,0,11,15,0,5,0,14,5,0,2
06/26/2020,219,13,29,18,60,49,29,26,17,11,9,0,121,98,0,74,6,54,59,6,20,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,18,0,6,2,15,4,1,1
08/30/2021,596,5,41,135,123,127,89,61,32,22,7,0,315,281,0,159,13,147,138,31,108,0,0,0,1,1,1,0,2,0,3,2,0,2,0,3,0,0,0,1,5,4,10,5,5,7,4,0,21,20,0,11,0,20,7,3,0
06/16/2022,753,0,43,90,155,151,113,84,87,49,24,0,459,291,3,150,67,180,217,36,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,2,2,11,5,11,0,24,19,0,5,1,18,15,3,1
04/22/2021,579,4,72,107,151,128,79,56,34,15,9,0,306,273,0,156,30,196,125,7,65,0,0,0,1,2,0,1,0,0,2,2,0,1,1,2,0,0,0,1,5,14,14,14,9,10,5,0,33,39,0,23,2,38,8,0,1
10/30/2021,280,2,17,57,60,63,29,32,21,12,6,0,140,139,1,57,17,71,85,23,27,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2,5,3,3,2,0,11,6,0,4,1,9,2,1,0
09/29/2020,381,6,28,47,105,72,65,45,26,17,4,0,196,184,1,178,15,45,101,12,30,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,2,7,2,5,5,3,3,0,14,14,0,11,2,8,5,1,1
07/24/2022,525,2,33,83,112,85,69,71,55,33,17,0,308,215,2,107,32,158,132,17,79,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,2,2,4,3,2,5,6,9,0,18,15,0,5,1,19,7,0,1
09/01/2021,538,5,30,99,146,107,72,52,38,12,12,0,302,235,1,122,26,136,133,21,100,0,0,0,0,0,0,0,5,0,2,3,0,1,0,3,1,0,0,1,4,5,5,4,4,2,5,0,15,15,0,4,0,17,7,2,0
10/12/2021,376,6,22,95,78,77,52,34,21,15,4,0,199,176,1,63,16,106,126,23,42,0,0,1,2,0,1,1,1,0,2,4,0,2,0,3,1,0,0,0,1,3,4,5,4,3,2,0,11,11,0,8,1,10,2,1,0
10/30/2020,1871,4,84,233,474,384,289,240,151,65,35,0,953,915,3,779,43,311,462,75,201,0,0,0,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,2,7,13,8,9,12,15,18,0,41,43,0,22,3,34,19,3,3
06/16/2020,210,11,24,18,58,37,32,32,21,3,9,0,117,92,1,80,6,59,29,6,30,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,4,2,3,3,5,2,4,0,16,8,0,7,1,12,3,0,1
08/19/2022,570,4,40,68,102,116,68,76,81,35,24,0,345,221,4,164,26,142,138,25,75,0,0,0,0,1,1,0,2,0,2,2,0,1,1,0,2,0,0,4,4,7,2,5,6,4,8,0,24,16,0,10,0,11,15,3,1
10/05/2020,553,3,21,54,157,116,96,66,38,22,4,0,266,286,1,238,18,99,140,14,44,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,1,4,3,2,2,3,5,1,0,9,12,0,7,0,10,4,0,0
05/02/2022,1275,1,26,324,251,254,165,123,72,59,27,0,717,545,13,229,103,228,455,77,183,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,5,1,2,1,5,6,5,0,15,11,0,6,3,7,7,2,1
01/03/2022,9481,24,250,2262,1964,1671,1273,1112,743,270,179,7,5215,4244,22,2238,443,1956,2162,743,1939,0,0,0,1,3,9,4,7,0,10,14,0,4,0,14,5,1,0,10,32,19,26,41,40,37,45,0,140,110,0,51,6,118,58,10,7
07/22/2021,224,1,14,37,65,53,21,24,12,10,2,0,120,103,1,47,2,69,76,4,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,3,1,3,2,0,0,6,8,0,4,0,6,4,0,0
08/20/2022,349,1,27,63,61,66,39,51,34,18,17,0,190,158,1,110,25,72,83,16,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,7,1,2,3,2,9,0,14,13,0,5,1,15,6,0,0
08/16/2021,587,3,26,61,148,149,104,60,46,13,6,0,282,303,2,130,32,138,196,11,80,1,0,0,0,0,2,0,0,0,0,3,0,1,0,2,0,0,0,2,2,4,3,4,5,4,2,0,14,12,0,7,1,13,4,1,0
02/21/2022,242,10,20,40,56,47,32,21,31,9,6,0,144,95,3,33,13,38,80,9,69,0,0,0,2,0,1,1,6,0,4,6,0,2,0,2,6,0,0,0,2,2,5,4,2,2,3,0,10,10,0,2,1,12,5,0,0
12/29/2020,1713,21,65,218,390,355,259,222,150,72,47,0,926,787,0,719,59,313,400,70,152,0,0,0,1,2,5,7,6,0,8,13,0,6,0,9,6,0,0,3,2,5,8,7,18,11,11,0,37,28,0,19,3,23,16,2,2
08/04/2022,793,1,39,97,179,143,111,102,83,50,28,0,459,333,1,199,32,223,176,35,128,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,7,3,3,3,7,6,8,0,17,22,0,8,1,20,7,0,3
11/18/2021,632,9,38,163,121,144,88,57,31,16,12,0,323,307,2,99,23,130,209,48,123,0,0,1,0,2,2,0,4,0,3,6,0,1,0,5,3,0,0,0,2,6,4,5,4,8,9,0,19,19,0,6,3,17,9,2,1
08/26/2021,592,3,44,99,138,134,77,54,38,35,17,0,317,275,0,115,28,180,164,17,88,0,0,0,0,1,0,0,2,0,2,1,0,1,0,2,0,0,0,2,1,5,5,7,8,11,5,0,25,19,0,5,1,22,14,0,2
03/03/2022,161,2,13,33,24,34,26,16,14,9,5,0,84,75,2,21,15,31,56,7,31,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,2,1,0,1,2,3,4,0,7,6,0,0,2,4,5,0,2
08/03/2021,443,1,13,58,140,103,53,38,34,11,6,0,228,213,2,88,17,107,162,16,53,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,1,2,0,4,9,0,1,0,5,6,1,0
09/02/2022,477,0,37,113,68,79,56,54,47,34,26,0,283,192,2,124,22,154,79,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,7,11,11,0,20,17,0,3,1,14,15,2,2
10/02/2020,415,4,27,46,107,98,60,40,23,30,11,0,207,208,0,183,15,45,124,17,31,0,0,0,0,1,0,2,1,0,2,2,0,2,0,1,1,0,0,0,3,4,4,4,4,4,4,0,14,12,1,8,3,8,7,1,0
07/23/2020,318,3,29,33,100,68,43,36,17,12,9,0,189,128,1,92,15,84,85,16,26,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
04/03/2022,216,1,9,51,33,63,30,17,14,4,4,0,128,84,4,26,21,23,97,20,29,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,4,0,4,5,0,1,0,3,4,0,1
11/30/2021,1171,2,52,272,254,231,151,134,73,35,21,0,577,591,3,205,31,270,361,110,194,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,2,3,7,9,6,10,8,7,0,25,27,0,7,0,25,15,3,2
05/13/2022,1273,2,38,296,221,231,182,146,115,58,24,0,716,555,2,245,111,239,456,55,167,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,4,3,2,4,7,8,10,0,22,16,0,6,3,12,16,1,0
08/24/2021,568,3,37,114,158,122,65,45,27,25,11,1,293,274,1,108,21,159,168,19,93,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,1,0,0,0,3,4,3,8,9,5,5,0,22,15,0,3,1,22,10,1,0
